original_row_id,component_id,lot_id,component_type,manufacturer,temperature_C,voltage_V,value_0h,value_24h,value_96h,value_168h,failure_label,change_0h_24h,change_24h_96h,change_96h_168h,overall_change_0h_168h,percentage_change,drift_rate,unusual_trajectory,data_quality_flags,data_quality_status,is_valid_for_ml
6070,C06071,LOT_09,TYPE_B,MFG_B,124.43,5.0,8.97,9.271,9.768,9.724,0,0.30100000000000016,0.4969999999999999,-0.04400000000000048,0.7539999999999996,8.40579710144927,0.0044880952380952355,False,NONE,VALID,TRUE
6071,C06072,LOT_09,TYPE_A,MFG_A,125.47,5.0,8.122,8.576,8.949,9.251,0,0.4540000000000006,0.37299999999999933,0.3019999999999996,1.1289999999999996,13.90051711401132,0.0067202380952380925,False,NONE,VALID,TRUE
6072,C06073,LOT_20,TYPE_A,MFG_B,124.83,5.0,10.44,12.947,18.642,32.199,0,2.5069999999999997,5.695,13.556999999999999,21.759,208.4195402298851,0.12951785714285716,False,NONE,VALID,TRUE
6073,C06074,LOT_06,TYPE_C,MFG_B,125.54,5.0,11.826,12.055,12.258,12.86,0,0.2289999999999992,0.2029999999999994,0.6020000000000003,1.033999999999999,8.743446642990012,0.006154761904761898,False,NONE,VALID,TRUE
6074,C06075,LOT_16,TYPE_A,MFG_A,123.95,3.3,8.688,9.101,9.359,9.813,0,0.41300000000000026,0.2579999999999991,0.4540000000000006,1.125,12.948895027624307,0.006696428571428571,False,NONE,VALID,TRUE
6075,C06076,LOT_13,TYPE_A,MFG_C,126.26,3.3,11.213,11.427,11.522,11.847,0,0.2140000000000004,0.09500000000000064,0.3249999999999993,0.6340000000000003,5.654151431374301,0.0037738095238095256,False,NONE,VALID,TRUE
6076,C06077,LOT_02,TYPE_B,MFG_A,126.24,3.3,9.907,10.502,13.811,16.671,0,0.5950000000000006,3.3089999999999993,2.8599999999999994,6.763999999999999,68.27495710103966,0.040261904761904756,False,NONE,VALID,TRUE
6077,C06078,LOT_10,TYPE_B,MFG_A,122.27,5.5,9.501,9.405,10.056,10.291,0,-0.09600000000000009,0.6509999999999998,0.2350000000000012,0.7900000000000009,8.314914219555847,0.004702380952380958,False,NONE,VALID,TRUE
6078,C06079,LOT_04,TYPE_C,MFG_B,123.54,3.3,11.183,11.339,11.753,12.237,0,0.15600000000000058,0.4139999999999997,0.484,1.0540000000000003,9.425020119824737,0.006273809523809525,False,NONE,VALID,TRUE
6079,C06080,LOT_15,TYPE_C,MFG_B,126.26,3.3,10.682,10.827,11.065,10.911,0,0.14499999999999957,0.23799999999999955,-0.15399999999999991,0.2289999999999992,2.1437932971353604,0.0013630952380952333,False,NONE,VALID,TRUE
6080,C06081,LOT_09,TYPE_C,MFG_A,126.69,3.3,7.656,8.188,8.398,8.626,0,0.5320000000000009,0.20999999999999908,0.22799999999999976,0.9699999999999998,12.669801462904909,0.005773809523809522,False,NONE,VALID,TRUE
6081,C06082,LOT_08,TYPE_B,MFG_C,124.61,5.0,11.766,11.993,12.368,13.585,0,0.2270000000000003,0.375,1.2170000000000005,1.8190000000000008,15.45979942206358,0.010827380952380958,False,NONE,VALID,TRUE
6082,C06083,LOT_02,TYPE_B,MFG_A,122.77,5.0,10.669,10.828,10.718,10.745,0,0.15899999999999892,-0.10999999999999943,0.026999999999999247,0.07599999999999874,0.7123441747117699,0.00045238095238094483,False,NONE,VALID,TRUE
6083,C06084,LOT_03,TYPE_A,MFG_B,124.94,5.0,12.57,12.623,13.57,14.085,0,0.05299999999999905,0.947000000000001,0.5150000000000006,1.5150000000000006,12.052505966587116,0.009017857142857147,False,NONE,VALID,TRUE
6084,C06085,LOT_16,TYPE_C,MFG_A,126.19,5.0,8.139,8.249,8.397,8.412,0,0.11000000000000121,0.1479999999999997,0.015000000000000568,0.27300000000000146,3.3542204201990597,0.0016250000000000088,False,NONE,VALID,TRUE
6085,C06086,LOT_18,TYPE_B,MFG_A,126.77,5.0,8.139,8.379,8.826,8.782,0,0.2400000000000002,0.44700000000000095,-0.04400000000000048,0.6430000000000007,7.900233443912037,0.0038273809523809562,False,NONE,VALID,TRUE
6086,C06087,LOT_06,TYPE_A,MFG_B,124.7,5.5,12.364,12.99,15.207,19.421,0,0.6259999999999994,2.2170000000000005,4.213999999999999,7.056999999999999,57.07699773536071,0.04200595238095237,False,NONE,VALID,TRUE
6087,C06088,LOT_17,TYPE_B,MFG_C,122.2,5.0,9.892,9.667,10.322,10.938,0,-0.22499999999999964,0.6549999999999994,0.6160000000000014,1.0460000000000012,10.574201374848375,0.006226190476190483,False,NONE,VALID,TRUE
6088,C06089,LOT_12,TYPE_C,MFG_B,123.02,5.5,12.384,13.002,13.247,13.456,0,0.6180000000000003,0.24499999999999922,0.20899999999999963,1.0719999999999992,8.656330749353998,0.006380952380952376,False,NONE,VALID,TRUE
6089,C06090,LOT_08,TYPE_B,MFG_A,125.29,5.5,10.761,11.161,11.304,11.473,0,0.40000000000000036,0.14300000000000068,0.16900000000000048,0.7120000000000015,6.6164854567419535,0.004238095238095247,False,NONE,VALID,TRUE
6090,C06091,LOT_10,TYPE_A,MFG_A,123.83,3.3,9.771,9.893,9.927,85.36,1,0.12199999999999989,0.03399999999999892,75.43299999999999,75.589,773.6055674956503,0.4499345238095238,True,NONE,VALID,TRUE
6091,C06092,LOT_14,TYPE_C,MFG_C,123.82,5.0,11.239,11.485,12.223,12.258,0,0.24599999999999866,0.7380000000000013,0.034999999999998366,1.0189999999999984,9.066642939763309,0.006065476190476181,False,NONE,VALID,TRUE
6092,C06093,LOT_19,TYPE_A,MFG_A,126.74,5.0,11.658,11.865,12.339,12.982,0,0.20700000000000074,0.4740000000000002,0.6429999999999989,1.3239999999999998,11.357008063132612,0.00788095238095238,False,NONE,VALID,TRUE
6093,C06094,LOT_10,TYPE_C,MFG_B,127.33,5.5,10.128,10.367,9.96,10.38,0,0.23900000000000077,-0.40700000000000003,0.41999999999999993,0.25200000000000067,2.488151658767779,0.001500000000000004,False,NONE,VALID,TRUE
6094,C06095,LOT_07,TYPE_B,MFG_A,127.34,5.0,11.664,11.641,11.945,12.33,0,-0.022999999999999687,0.30400000000000027,0.3849999999999998,0.6660000000000004,5.70987654320988,0.003964285714285716,False,NONE,VALID,TRUE
6095,C06096,LOT_16,TYPE_C,MFG_A,124.99,5.0,8.687,8.635,8.958,9.536,0,-0.0519999999999996,0.3230000000000004,0.5779999999999994,0.8490000000000002,9.77322435823645,0.00505357142857143,False,NONE,VALID,TRUE
6096,C06097,LOT_11,TYPE_C,MFG_A,127.04,3.3,9.74,10.112,10.072,10.169,0,0.3719999999999999,-0.040000000000000924,0.09700000000000131,0.42900000000000027,4.404517453798771,0.0025535714285714302,False,NONE,VALID,TRUE
6097,C06098,LOT_08,TYPE_B,MFG_A,126.47,5.5,11.177,11.325,11.637,11.929,0,0.1479999999999997,0.31200000000000117,0.2919999999999998,0.7520000000000007,6.728102353046441,0.00447619047619048,False,NONE,VALID,TRUE
6098,C06099,LOT_10,TYPE_C,MFG_B,125.09,3.3,9.259,9.638,9.374,9.785,0,0.37899999999999956,-0.26399999999999935,0.4109999999999996,0.5259999999999998,5.68095906685387,0.0031309523809523797,False,NONE,VALID,TRUE
6099,C06100,LOT_11,TYPE_A,MFG_A,124.71,5.0,9.845,10.677,14.22,18.467,0,0.831999999999999,3.543000000000001,4.246999999999998,8.621999999999998,87.5774504824784,0.05132142857142856,False,NONE,VALID,TRUE
6100,C06101,LOT_03,TYPE_A,MFG_C,126.11,3.3,12.822,13.793,17.954,22.239,0,0.9710000000000001,4.161000000000001,4.285,9.417000000000002,73.44408048666357,0.05605357142857144,False,NONE,VALID,TRUE
6101,C06102,LOT_02,TYPE_A,MFG_A,122.67,5.0,9.112,9.4,9.553,9.789,0,0.28800000000000026,0.15300000000000047,0.23599999999999888,0.6769999999999996,7.429762949956098,0.004029761904761902,False,NONE,VALID,TRUE
6102,C06103,LOT_14,TYPE_B,MFG_B,123.21,5.0,12.449,15.271,23.034,32.3,1,2.822000000000001,7.762999999999998,9.265999999999998,19.851,159.45859105149006,0.11816071428571429,False,NONE,VALID,TRUE
6103,C06104,LOT_04,TYPE_A,MFG_B,125.7,3.3,11.386,13.848,16.331,22.659,0,2.4620000000000015,2.4829999999999988,6.327999999999999,11.273,99.00755313542948,0.06710119047619048,False,NONE,VALID,TRUE
6104,C06105,LOT_11,TYPE_B,MFG_A,125.57,5.0,9.782,10.178,17.483,26.898,0,0.3960000000000008,7.305,9.415,17.116,174.97444285422205,0.10188095238095238,False,NONE,VALID,TRUE
6105,C06106,LOT_16,TYPE_C,MFG_A,126.54,5.5,9.216,9.968,12.235,16.267,0,0.7520000000000007,2.2669999999999995,4.032,7.051,76.50824652777779,0.041970238095238095,False,NONE,VALID,TRUE
6106,C06107,LOT_05,TYPE_C,MFG_A,125.01,3.3,8.852,9.234,9.306,9.318,0,0.3819999999999997,0.07199999999999918,0.012000000000000455,0.4659999999999993,5.264347040216892,0.0027738095238095195,False,NONE,VALID,TRUE
6107,C06108,LOT_08,TYPE_A,MFG_A,124.92,5.0,10.464,10.492,10.579,10.881,0,0.02800000000000047,0.08699999999999974,0.3019999999999996,0.4169999999999998,3.9850917431192645,0.002482142857142856,False,NONE,VALID,TRUE
6108,C06109,LOT_20,TYPE_B,MFG_A,125.79,3.3,11.2,11.355,11.856,11.708,0,0.15500000000000114,0.5009999999999994,-0.1479999999999997,0.5080000000000009,4.5357142857142945,0.0030238095238095293,False,NONE,VALID,TRUE
6109,C06110,LOT_01,TYPE_A,MFG_A,122.46,3.3,10.845,10.703,11.306,11.431,0,-0.14200000000000124,0.6029999999999998,0.125,0.5859999999999985,5.4034117104656385,0.0034880952380952294,False,NONE,VALID,TRUE
6110,C06111,LOT_16,TYPE_A,MFG_A,128.83,5.5,9.481,9.679,10.069,10.422,0,0.1980000000000004,0.39000000000000057,0.35299999999999976,0.9410000000000007,9.925113384664073,0.00560119047619048,False,NONE,VALID,TRUE
6111,C06112,LOT_04,TYPE_C,MFG_B,126.82,3.3,10.631,10.717,10.952,11.366,0,0.0860000000000003,0.23499999999999943,0.4139999999999997,0.7349999999999994,6.913742827579713,0.004374999999999997,False,NONE,VALID,TRUE
6112,C06113,LOT_19,TYPE_C,MFG_B,123.91,5.0,10.831,11.266,11.526,12.564,0,0.4350000000000005,0.2599999999999998,1.0380000000000003,1.7330000000000005,16.000369310312994,0.010315476190476194,False,NONE,VALID,TRUE
6113,C06114,LOT_09,TYPE_A,MFG_A,122.87,3.3,8.83,10.724,16.247,21.367,1,1.8940000000000001,5.523,5.120000000000001,12.537,141.98187995469988,0.07462500000000001,False,NONE,VALID,TRUE
6114,C06115,LOT_01,TYPE_A,MFG_B,125.03,3.3,11.138,12.941,16.566,21.468,0,1.8030000000000008,3.6249999999999982,4.902000000000001,10.33,92.74555575507273,0.06148809523809524,False,NONE,VALID,TRUE
6115,C06116,LOT_15,TYPE_A,MFG_A,123.48,5.0,9.845,10.103,10.679,11.168,0,0.2579999999999991,0.5760000000000005,0.488999999999999,1.3229999999999986,13.43829355002538,0.007874999999999991,False,NONE,VALID,TRUE
6116,C06117,LOT_03,TYPE_B,MFG_C,125.63,5.0,11.107,11.529,11.041,11.976,0,0.4220000000000006,-0.48799999999999955,0.9350000000000005,0.8690000000000015,7.823894841091218,0.005172619047619057,False,NONE,VALID,TRUE
6117,C06118,LOT_08,TYPE_A,MFG_A,125.02,5.5,10.708,11.075,11.129,11.504,0,0.3669999999999991,0.05400000000000027,0.375,0.7959999999999994,7.433694434067981,0.004738095238095234,False,NONE,VALID,TRUE
6118,C06119,LOT_11,TYPE_A,MFG_A,126.93,3.3,9.46,12.695,19.191,25.856,1,3.2349999999999994,6.495999999999999,6.665000000000003,16.396,173.31923890063422,0.0975952380952381,False,NONE,VALID,TRUE
6119,C06120,LOT_15,TYPE_B,MFG_C,124.02,5.0,11.09,11.572,14.059,18.12,0,0.4819999999999993,2.487,4.061000000000002,7.030000000000001,63.39044183949505,0.0418452380952381,False,NONE,VALID,TRUE
6120,C06121,LOT_09,TYPE_A,MFG_A,125.28,5.0,8.324,8.077,8.582,8.844,0,-0.2469999999999999,0.5050000000000008,0.2619999999999987,0.5199999999999996,6.246996636232575,0.0030952380952380927,False,NONE,VALID,TRUE
6121,C06122,LOT_18,TYPE_C,MFG_A,124.04,5.0,8.42,8.386,8.831,9.334,0,-0.034000000000000696,0.4450000000000003,0.5030000000000001,0.9139999999999997,10.855106888361043,0.005440476190476188,False,NONE,VALID,TRUE
6122,C06123,LOT_10,TYPE_C,MFG_C,127.29,5.0,10.016,10.801,11.132,11.464,0,0.7850000000000001,0.3309999999999995,0.33200000000000074,1.4480000000000004,14.456869009584668,0.008619047619047622,False,NONE,VALID,TRUE
6123,C06124,LOT_07,TYPE_B,MFG_B,124.94,3.3,11.466,12.478,15.636,20.453,0,1.0120000000000005,3.1579999999999995,4.817,8.987,78.37955695098553,0.05349404761904762,False,NONE,VALID,TRUE
6124,C06125,LOT_07,TYPE_B,MFG_B,123.31,5.0,11.464,11.854,11.204,11.637,0,0.3899999999999988,-0.6499999999999986,0.43299999999999983,0.17300000000000004,1.50907187718074,0.001029761904761905,False,NONE,VALID,TRUE
6125,C06126,LOT_17,TYPE_C,MFG_A,125.64,5.0,11.364,11.475,11.942,12.285,0,0.11099999999999888,0.4670000000000005,0.34299999999999997,0.9209999999999994,8.104540654699044,0.005482142857142854,False,NONE,VALID,TRUE
6126,C06127,LOT_14,TYPE_A,MFG_A,124.39,5.0,11.292,11.806,11.902,12.184,0,0.5139999999999993,0.09600000000000009,0.28200000000000003,0.8919999999999995,7.899397803754867,0.0053095238095238065,False,NONE,VALID,TRUE
6127,C06128,LOT_03,TYPE_C,MFG_A,124.42,3.3,12.755,13.294,13.1,13.197,0,0.5389999999999997,-0.19400000000000084,0.09699999999999953,0.4419999999999984,3.465307722461767,0.0026309523809523714,False,NONE,VALID,TRUE
6128,C06129,LOT_16,TYPE_A,MFG_C,124.9,3.3,9.066,9.018,9.559,9.441,0,-0.04800000000000004,0.5409999999999986,-0.11799999999999855,0.375,4.1363335539377895,0.002232142857142857,False,NONE,VALID,TRUE
6129,C06130,LOT_09,TYPE_C,MFG_A,122.96,5.0,8.017,8.079,7.985,6.298,0,0.062000000000001165,-0.0940000000000003,-1.6870000000000003,-1.7189999999999994,-21.44193588624173,-0.010232142857142853,False,NONE,VALID,TRUE
6130,C06131,LOT_07,TYPE_A,MFG_B,126.12,5.0,11.539,12.444,15.557,18.95,0,0.9050000000000011,3.1129999999999995,3.392999999999999,7.411,64.22566946875811,0.044113095238095236,False,NONE,VALID,TRUE
6131,C06132,LOT_02,TYPE_C,MFG_C,126.82,3.3,10.058,10.861,11.224,11.046,0,0.8030000000000008,0.36299999999999955,-0.17800000000000082,0.9879999999999995,9.823026446609658,0.005880952380952378,False,NONE,VALID,TRUE
6132,C06133,LOT_20,TYPE_A,MFG_C,122.89,3.3,10.126,10.232,10.306,10.572,0,0.10599999999999987,0.07399999999999984,0.266,0.44599999999999973,4.404503258937387,0.0026547619047619033,False,NONE,VALID,TRUE
6133,C06134,LOT_02,TYPE_C,MFG_A,122.52,3.3,9.35,9.567,9.951,10.263,0,0.21700000000000053,0.38400000000000034,0.3119999999999994,0.9130000000000003,9.764705882352946,0.005434523809523811,False,NONE,VALID,TRUE
6134,C06135,LOT_20,TYPE_B,MFG_B,125.67,3.3,10.467,10.91,11.155,11.669,0,0.4429999999999996,0.24499999999999922,0.5140000000000011,1.202,11.483710709850003,0.007154761904761904,False,NONE,VALID,TRUE
6135,C06136,LOT_02,TYPE_A,MFG_B,121.95,3.3,9.932,9.799,10.253,10.839,0,-0.1330000000000009,0.4540000000000006,0.5860000000000003,0.907,9.132098268223924,0.005398809523809524,False,NONE,VALID,TRUE
6136,C06137,LOT_11,TYPE_C,MFG_C,125.44,5.5,10.185,12.087,18.029,32.375,0,1.9019999999999992,5.942,14.346,22.189999999999998,217.86941580756013,0.13208333333333333,False,NONE,VALID,TRUE
6137,C06138,LOT_03,TYPE_A,MFG_C,125.39,5.5,11.666,13.045,16.217,19.974,0,1.3789999999999996,3.171999999999999,3.7570000000000014,8.308,71.21549802845877,0.04945238095238095,False,NONE,VALID,TRUE
6138,C06139,LOT_10,TYPE_B,MFG_C,124.63,5.0,11.331,11.67,12.577,12.287,0,0.3390000000000004,0.907,-0.28999999999999915,0.9560000000000013,8.437031153472786,0.005690476190476198,False,NONE,VALID,TRUE
6139,C06140,LOT_17,TYPE_A,MFG_B,125.89,3.3,10.772,11.627,13.621,15.394,0,0.8550000000000004,1.9939999999999998,1.7729999999999997,4.622,42.90753806164129,0.02751190476190476,False,NONE,VALID,TRUE
6140,C06141,LOT_12,TYPE_C,MFG_A,126.82,5.0,12.264,14.129,18.507,27.187,0,1.8650000000000002,4.378000000000002,8.68,14.923000000000002,121.68134377038488,0.08882738095238096,False,NONE,VALID,TRUE
6141,C06142,LOT_11,TYPE_C,MFG_B,124.53,5.5,9.943,10.04,10.246,10.587,0,0.09699999999999953,0.2060000000000013,0.3409999999999993,0.6440000000000001,6.476918435079957,0.003833333333333334,False,NONE,VALID,TRUE
6142,C06143,LOT_03,TYPE_B,MFG_B,125.06,5.5,12.378,12.343,12.628,13.496,0,-0.03500000000000014,0.28500000000000014,0.8680000000000003,1.1180000000000003,9.03215382129585,0.006654761904761906,False,NONE,VALID,TRUE
6143,C06144,LOT_19,TYPE_C,MFG_B,124.54,3.3,12.111,12.116,12.811,12.935,0,0.004999999999999005,0.6950000000000003,0.12400000000000055,0.8239999999999998,6.8037321443315975,0.004904761904761904,False,NONE,VALID,TRUE
6144,C06145,LOT_08,TYPE_C,MFG_B,123.67,3.3,12.09,12.991,17.557,27.387,0,0.9009999999999998,4.565999999999999,9.830000000000002,15.297,126.52605459057074,0.09105357142857143,False,NONE,VALID,TRUE
6145,C06146,LOT_11,TYPE_B,MFG_B,122.57,5.0,10.992,11.358,11.632,11.893,0,0.36599999999999966,0.27399999999999913,0.261000000000001,0.9009999999999998,8.196870451237261,0.005363095238095237,False,NONE,VALID,TRUE
6146,C06147,LOT_18,TYPE_A,MFG_B,123.55,5.0,8.059,8.294,8.645,8.702,0,0.2350000000000012,0.3509999999999991,0.057000000000000384,0.6430000000000007,7.978657401662746,0.0038273809523809562,False,NONE,VALID,TRUE
6147,C06148,LOT_13,TYPE_B,MFG_C,125.26,3.3,11.161,11.152,11.731,11.773,0,-0.009000000000000341,0.5790000000000006,0.041999999999999815,0.6120000000000001,5.4833796254815885,0.0036428571428571434,False,NONE,VALID,TRUE
6148,C06149,LOT_15,TYPE_A,MFG_A,126.09,5.0,9.461,9.534,9.599,9.935,0,0.0730000000000004,0.0649999999999995,0.3360000000000003,0.4740000000000002,5.010041221858157,0.002821428571428573,False,NONE,VALID,TRUE
6149,C06150,LOT_04,TYPE_B,MFG_C,125.19,3.3,11.438,11.663,11.295,11.745,0,0.22499999999999964,-0.3680000000000003,0.4499999999999993,0.3069999999999986,2.684035670571766,0.001827380952380944,False,NONE,VALID,TRUE
6150,C06151,LOT_10,TYPE_A,MFG_B,125.34,3.3,10.118,11.269,13.746,17.778,0,1.1509999999999998,2.4770000000000003,4.031999999999998,7.659999999999998,75.70666139553269,0.045595238095238085,False,NONE,VALID,TRUE
6151,C06152,LOT_11,TYPE_C,MFG_B,126.94,5.0,10.067,10.697,10.969,11.39,0,0.629999999999999,0.27200000000000024,0.42100000000000115,1.3230000000000004,13.141948942088014,0.007875000000000002,False,NONE,VALID,TRUE
6152,C06153,LOT_04,TYPE_B,MFG_B,126.31,5.0,10.756,11.155,11.395,11.627,0,0.39899999999999913,0.2400000000000002,0.2320000000000011,0.8710000000000004,8.097805875790261,0.0051845238095238125,False,NONE,VALID,TRUE
6153,C06154,LOT_08,TYPE_B,MFG_B,124.75,3.3,11.02,13.081,12.247,12.91,0,2.061,-0.8339999999999996,0.6630000000000003,1.8900000000000006,17.15063520871144,0.011250000000000003,False,NONE,VALID,TRUE
6154,C06155,LOT_17,TYPE_A,MFG_C,128.43,5.0,9.844,10.085,10.22,10.536,0,0.24100000000000144,0.1349999999999998,0.31599999999999895,0.6920000000000002,7.029662738724098,0.00411904761904762,False,NONE,VALID,TRUE
6155,C06156,LOT_19,TYPE_A,MFG_A,125.99,3.3,10.99,11.07,11.511,11.679,0,0.08000000000000007,0.44099999999999895,0.16800000000000104,0.6890000000000001,6.269335759781621,0.004101190476190476,False,NONE,VALID,TRUE
6156,C06157,LOT_17,TYPE_C,MFG_C,124.24,5.0,10.301,10.605,10.525,11.323,0,0.30400000000000027,-0.08000000000000007,0.798,1.0220000000000002,9.921366857586644,0.006083333333333335,False,NONE,VALID,TRUE
6157,C06158,LOT_19,TYPE_B,MFG_C,125.99,3.3,11.973,12.344,12.897,13.172,0,0.37099999999999866,0.5530000000000008,0.27500000000000036,1.1989999999999998,10.014198613547146,0.007136904761904761,False,NONE,VALID,TRUE
6158,C06159,LOT_20,TYPE_C,MFG_A,126.07,3.3,11.089,10.752,11.519,11.585,0,-0.33699999999999974,0.7669999999999995,0.06600000000000072,0.49600000000000044,4.472901073135543,0.002952380952380955,False,NONE,VALID,TRUE
6159,C06160,LOT_04,TYPE_B,MFG_A,125.36,3.3,11.15,12.682,16.134,20.979,0,1.532,3.452,4.844999999999999,9.828999999999999,88.15246636771299,0.058505952380952374,False,NONE,VALID,TRUE
6160,C06161,LOT_18,TYPE_A,MFG_A,124.88,5.0,7.98,8.274,8.406,8.182,0,0.2939999999999987,0.13200000000000145,-0.2240000000000002,0.20199999999999996,2.5313283208020043,0.0012023809523809522,False,NONE,VALID,TRUE
6161,C06162,LOT_13,TYPE_B,MFG_A,123.8,5.5,11.1,11.355,11.411,11.653,0,0.2550000000000008,0.05599999999999916,0.24200000000000088,0.5530000000000008,4.981981981981989,0.0032916666666666715,False,NONE,VALID,TRUE
6162,C06163,LOT_18,TYPE_B,MFG_A,124.93,3.3,8.827,8.773,9.713,9.891,0,-0.05400000000000027,0.9399999999999995,0.17800000000000082,1.064,12.053925455987311,0.006333333333333334,False,NONE,VALID,TRUE
6163,C06164,LOT_13,TYPE_A,MFG_A,124.14,3.3,9.863,10.56,15.057,23.276,0,0.697000000000001,4.497,8.219,13.413,135.99310554597994,0.07983928571428571,False,NONE,VALID,TRUE
6164,C06165,LOT_03,TYPE_B,MFG_C,124.79,5.0,11.207,11.576,12.021,12.909,0,0.3689999999999998,0.4450000000000003,0.8879999999999999,1.702,15.18693673596859,0.010130952380952381,False,NONE,VALID,TRUE
6165,C06166,LOT_12,TYPE_A,MFG_B,126.1,5.0,12.093,14.487,18.918,23.814,0,2.394,4.430999999999999,4.896000000000001,11.721,96.9238402381543,0.06976785714285715,False,NONE,VALID,TRUE
6166,C06167,LOT_16,TYPE_A,MFG_C,124.32,5.5,8.426,8.884,9.134,9.48,0,0.4580000000000002,0.25,0.3460000000000001,1.0540000000000003,12.50890102065037,0.006273809523809525,False,NONE,VALID,TRUE
6167,C06168,LOT_03,TYPE_A,MFG_B,125.13,3.3,11.793,12.539,12.772,13.314,0,0.7460000000000004,0.23300000000000054,0.5419999999999998,1.5210000000000008,12.89748155685577,0.009053571428571433,False,NONE,VALID,TRUE
6168,C06169,LOT_11,TYPE_B,MFG_B,127.02,5.0,10.401,10.576,11.077,11.398,0,0.1750000000000007,0.5009999999999994,0.32099999999999973,0.9969999999999999,9.585616767618497,0.005934523809523809,False,NONE,VALID,TRUE
6169,C06170,LOT_14,TYPE_B,MFG_C,126.99,5.0,12.264,12.235,12.738,13.38,0,-0.028999999999999915,0.5030000000000001,0.6420000000000012,1.1160000000000014,9.099804305283769,0.006642857142857152,False,NONE,VALID,TRUE
6170,C06171,LOT_10,TYPE_A,MFG_A,124.42,5.5,9.437,9.279,9.58,10.027,0,-0.15799999999999947,0.30100000000000016,0.4469999999999992,0.5899999999999999,6.251986860231004,0.0035119047619047612,False,NONE,VALID,TRUE
6171,C06172,LOT_16,TYPE_C,MFG_B,125.37,5.0,9.516,10.003,12.315,15.246,0,0.4870000000000001,2.3119999999999994,2.931000000000001,5.73,60.21437578814628,0.03410714285714286,False,NONE,VALID,TRUE
6172,C06173,LOT_03,TYPE_C,MFG_C,125.77,3.3,11.719,11.977,12.454,12.64,0,0.2580000000000009,0.4770000000000003,0.18599999999999994,0.9210000000000012,7.8590323406434095,0.005482142857142864,False,NONE,VALID,TRUE
6173,C06174,LOT_07,TYPE_B,MFG_C,126.02,3.3,11.679,11.791,12.298,12.638,0,0.1120000000000001,0.5069999999999997,0.33999999999999986,0.9589999999999996,8.211319462282725,0.005708333333333331,False,NONE,VALID,TRUE
6174,C06175,LOT_20,TYPE_A,MFG_B,124.78,5.0,10.178,10.182,10.42,10.873,0,0.0039999999999995595,0.23799999999999955,0.4529999999999994,0.6949999999999985,6.828453527215547,0.004136904761904753,False,NONE,VALID,TRUE
6175,C06176,LOT_11,TYPE_A,MFG_C,124.24,5.0,9.343,9.26,9.748,9.487,0,-0.08300000000000018,0.48799999999999955,-0.26099999999999923,0.14400000000000013,1.5412608369902614,0.0008571428571428579,False,NONE,VALID,TRUE
6176,C06177,LOT_04,TYPE_A,MFG_B,123.46,5.0,10.246,10.735,10.851,12.009,0,0.488999999999999,0.11600000000000144,1.1579999999999995,1.763,17.20671481553777,0.010494047619047618,False,NONE,VALID,TRUE
6177,C06178,LOT_03,TYPE_C,MFG_A,124.77,3.3,11.16,11.53,11.388,11.681,0,0.3699999999999992,-0.14199999999999946,0.29299999999999926,0.520999999999999,4.668458781361998,0.0031011904761904705,False,NONE,VALID,TRUE
6178,C06179,LOT_12,TYPE_C,MFG_A,128.13,3.3,11.792,11.809,11.999,12.621,0,0.01699999999999946,0.19000000000000128,0.6219999999999999,0.8290000000000006,7.030189959294441,0.004934523809523813,False,NONE,VALID,TRUE
6179,C06180,LOT_19,TYPE_A,MFG_B,124.98,5.0,11.448,12.079,12.201,12.623,0,0.6310000000000002,0.12199999999999989,0.4219999999999988,1.174999999999999,10.263801537386433,0.006994047619047612,False,NONE,VALID,TRUE
6180,C06181,LOT_01,TYPE_B,MFG_A,121.89,3.3,11.465,11.287,11.64,11.923,0,-0.17799999999999905,0.35299999999999976,0.2829999999999995,0.4580000000000002,3.9947666812036653,0.002726190476190477,False,NONE,VALID,TRUE
6181,C06182,LOT_03,TYPE_A,MFG_A,125.6,5.5,11.691,12.032,12.248,12.934,0,0.3409999999999993,0.2159999999999993,0.6859999999999999,1.2429999999999986,10.632110170216393,0.007398809523809515,False,NONE,VALID,TRUE
6182,C06183,LOT_08,TYPE_A,MFG_A,126.02,5.5,10.875,11.078,11.585,12.046,0,0.2029999999999994,0.5070000000000014,0.4609999999999985,1.1709999999999994,10.767816091954018,0.006970238095238092,False,NONE,VALID,TRUE
6183,C06184,LOT_05,TYPE_A,MFG_C,123.26,3.3,8.935,9.38,9.476,10.118,0,0.4450000000000003,0.09600000000000009,0.6419999999999995,1.1829999999999998,13.240067151650809,0.007041666666666666,False,NONE,VALID,TRUE
6184,C06185,LOT_03,TYPE_A,MFG_C,122.77,5.0,11.301,16.118,29.925,44.575,1,4.816999999999998,13.807000000000002,14.650000000000002,33.274,294.4341208742589,0.19805952380952382,True,NONE,VALID,TRUE
6185,C06186,LOT_06,TYPE_A,MFG_C,123.82,3.3,12.396,12.23,12.711,13.063,0,-0.16600000000000037,0.48099999999999987,0.3520000000000003,0.6669999999999998,5.380767989674086,0.003970238095238094,False,NONE,VALID,TRUE
6186,C06187,LOT_13,TYPE_A,MFG_B,121.11,5.5,10.29,10.665,14.409,22.405,0,0.375,3.7440000000000015,7.996,12.115000000000002,117.73566569484939,0.07211309523809525,False,NONE,VALID,TRUE
